"ID","age","color","island","college","income","antennae","politics","anxiety","depression","sociable","control","memory","intelligence","time1","time2","time3","food1","sleep","food2","reasoning_trials"
5471,50,"Pink","3rd","C",144000,"Straight","Independone",49,101,99,58,90,115,4.94,4.92,3.04,9,5,14,1
5472,29,"Pink","1st","B",43000,"Straight","Republicant",57,118,83,57,97,103,4.85,3.77,4.58,13,6.9,8,1
5473,20,"Pink","2nd","C",29000,"Straight","Democrulite",57,114,79,78,104,127,5.35,3.67,4.17,13,6.8,10,3
5474,35,"Pink","2nd","B",21000,"Straight","Democrulite",55,104,98,53,87,97,7.74,7.51,6.9,9,4.6,11,9
5475,26,"Pink","1st","D",32000,"Straight","Independone",44,103,94,57,91,115,4.64,2.79,5.05,9,4.4,10,4
5476,21,"Blue","2nd","D",57000,"Curly","Democrulite",47,100,100,49,94,114,6.52,4.92,5.27,8,4.4,6,3
5477,63,"Pink","2nd","A",127000,"Straight","Democrulite",50,109,98,68,89,102,4.34,2.44,4.47,11,5.9,10,4
5478,23,"Blue","1st","B",71000,"Curly","Independone",50,99,101,61,91,101,9.03,7.09,8.6,7,6.9,8,2
5479,62,"Blue","3rd","D",76000,"Straight","Republicant",59,128,75,59,84,112,7.84,7.17,5.85,7,6.8,9,1
5480,57,"Pink","3rd","A",30000,"Curly","Independone",52,102,97,72,74,95,7.65,6.91,8.11,7,6,9,1
5481,67,"Pink","2nd","D",53000,"Straight","Democrulite",53,122,88,67,76,110,12.33,11.37,12.32,8,5.2,10,1
5482,44,"Blue","1st","C",187000,"Curly","Republicant",47,92,109,60,95,117,6.37,6.83,5.6,7,6.1,12,2
5483,47,"Pink","3rd","A",27000,"Curly","Republicant",49,93,112,47,101,102,9.34,8.76,8.47,7,4.7,6,1
5484,14,"Blue","3rd","B",30000,"Curly","Democrulite",51,94,105,57,90,99,6.27,6.49,5.18,7,6.6,11,2
5485,22,"Blue","3rd","B",38000,"Curly","Independone",44,94,107,62,89,100,5.6,3.74,4.37,9,7.6,7,2
5486,35,"Pink","1st","C",25000,"Straight","Republicant",57,106,99,69,85,115,7.36,6.2,7.76,12,5.4,9,20
5487,35,"Pink","1st","C",19000,"Curly","Independone",50,101,100,53,122,129,4.57,4.65,4.32,7,6.6,9,1
5488,23,"Pink","2nd","B",58000,"Straight","Independone",52,74,120,47,89,96,6.4,6.11,5.52,7,4.6,11,2
5489,55,"Pink","1st","A",93000,"Straight","Republicant",42,99,101,62,78,94,6.02,6.49,5.01,9,4.7,11,3
5490,50,"Pink","2nd","A",50000,"Straight","Independone",45,92,108,53,95,101,6.08,5.47,6.07,8,6,8,1
5491,27,"Pink","1st","D",21000,"Straight","Republicant",44,102,99,76,89,119,5.93,5.93,4.82,8,6.9,10,1
5492,29,"Pink","2nd","C",62000,"Straight","Democrulite",54,95,109,54,97,117,7.63,7.54,7.94,10,5.1,9,4
5493,32,"Pink","1st","B",32000,"Straight","Republicant",44,100,100,55,97,102,5.84,5.11,6.01,10,6.6,8,4
5494,13,"Pink","1st","D",81000,"Straight","Republicant",50,96,106,78,94,121,8.06,6.97,8.12,6,6.6,12,1
5495,67,"Pink","2nd","D",63000,"Curly","Independone",58,112,85,68,76,110,5.48,5.93,4.81,9,6.3,6,1
5496,63,"Blue","2nd","C",241000,"Straight","Independone",58,90,111,62,99,120,8.94,8.17,7.48,11,4.6,9,2
5497,41,"Pink","1st","B",13000,"Straight","Democrulite",50,94,104,76,100,109,6.98,5.04,6.19,4,6.8,12,2
5498,57,"Pink","1st","D",58000,"Curly","Republicant",44,82,123,64,85,113,3.68,4.15,1.75,6,6.2,12,1
5499,24,"Pink","3rd","A",43000,"Straight","Independone",40,90,108,45,90,96,5.05,3.94,5.12,9,6.7,10,2
5500,26,"Pink","1st","A",203000,"Straight","Democrulite",50,100,100,60,97,104,4.74,4.17,4.43,12,6.2,7,1
5501,39,"Pink","2nd","A",156000,"Curly","Democrulite",37,86,117,57,92,100,5.58,4.69,4.95,9,6.2,7,4
5502,20,"Blue","3rd","B",50000,"Straight","Democrulite",42,98,103,70,92,104,6.48,6.22,4.86,8,6.6,8,1
5503,27,"Pink","1st","C",21000,"Straight","Republicant",48,104,96,44,87,109,5.05,3.18,3.84,10,5.9,9,2
5504,46,"Pink","1st","D",51000,"Straight","Republicant",56,101,100,63,100,121,5.61,4.44,5.36,8,5.6,9,2
5505,31,"Pink","3rd","D",48000,"Straight","Independone",44,106,94,47,90,112,4.35,4.31,3.8,10,7.1,7,2
5506,59,"Pink","2nd","C",29000,"Straight","Republicant",48,97,103,75,88,118,7.6,7.9,7.07,8,5.4,13,3
5507,31,"Pink","3rd","A",41000,"Straight","Independone",49,100,100,85,73,98,7.35,6.47,6.17,6,7.2,9,1
5508,31,"Pink","1st","C",80000,"Straight","Republicant",47,109,93,73,86,116,5.57,5.62,5.95,10,7.1,9,2
5509,47,"Pink","1st","D",60000,"Straight","Independone",48,95,108,58,104,121,5.15,3.62,4.12,7,5.2,10,4
5510,58,"Pink","3rd","B",49000,"Straight","Independone",53,105,96,59,82,96,7.17,5.17,6.02,7,5.8,8,14
5511,57,"Pink","3rd","B",39000,"Straight","Independone",51,112,86,57,106,107,5.01,3.86,3.2,11,5.4,8,1
5512,56,"Blue","3rd","B",38000,"Curly","Independone",50,105,93,51,80,93,4.3,4.39,2.39,7,6.3,6,1
5513,49,"Pink","1st","D",86000,"Straight","Democrulite",46,89,118,74,80,113,8.27,7.58,7.46,12,7,9,11
5514,41,"Pink","3rd","A",34000,"Curly","Independone",47,85,112,62,85,98,4.84,4.35,4.07,7,6.4,12,3
5515,32,"Blue","2nd","A",31000,"Curly","Democrulite",61,120,93,68,94,104,4.48,2.75,4.57,8,5.7,10,5
5516,32,"Blue","3rd","D",80000,"Straight","Independone",55,97,102,54,104,121,6.77,6.67,6.16,10,7.1,9,1
5517,19,"Blue","3rd","C",40000,"Curly","Republicant",56,100,100,56,83,111,5.5,5.12,3.53,14,5.2,3,1
5518,25,"Blue","1st","A",113000,"Straight","Independone",42,100,100,53,97,102,10.18,8.93,9.31,11,8.7,7,2
5519,14,"Pink","2nd","D",42000,"Straight","Independone",46,94,107,71,110,128,5.51,3.61,5.05,9,6.7,9,1
5520,61,"Pink","2nd","C",54000,"Straight","Independone",49,91,112,72,76,111,3.96,2.95,2.89,8,4,6,2
5521,25,"Pink","1st","B",57000,"Straight","Republicant",48,88,105,57,97,103,5.01,4.29,4.8,12,5.3,10,1
5522,21,"Blue","1st","B",41000,"Curly","Independone",47,97,101,68,80,97,6.13,5.04,6.56,8,8,8,2
5523,61,"Pink","1st","D",35000,"Straight","Republicant",57,97,104,66,75,109,7.69,5.87,6.82,11,6,10,6
5524,44,"Pink","3rd","C",43000,"Straight","Independone",44,86,118,63,92,117,6.47,5.42,6.04,8,5.8,9,1
5525,49,"Pink","1st","B",64000,"Straight","Independone",54,95,106,49,82,93,7.9,7.51,7.57,8,6.2,9,6
5526,36,"Blue","2nd","A",41000,"Straight","Democrulite",53,102,97,52,118,112,7.86,6.78,6.28,9,6,9,2
5527,70,"Pink","3rd","B",60000,"Straight","Democrulite",43,83,113,56,83,96,9.5,7.81,8.91,9,7.3,5,4
5528,54,"Pink","3rd","B",47000,"Curly","Independone",46,90,117,54,75,91,6.64,5.54,6.22,9,6.7,7,4
5529,64,"Pink","3rd","A",30000,"Straight","Democrulite",45,83,125,53,88,97,7.75,7.6,7.07,8,8.1,12,1
5530,28,"Pink","1st","C",32000,"Straight","Independone",50,95,107,57,83,111,8.03,6.64,8.32,10,4.5,8,7
5531,30,"Blue","3rd","C",71000,"Curly","Independone",53,90,113,64,102,122,2.97,2.18,2.08,5,7.1,7,4
5532,52,"Pink","1st","B",50000,"Straight","Republicant",48,107,89,59,95,102,5.51,4.21,3.82,11,5.7,6,1
5533,39,"Blue","1st","C",55000,"Straight","Republicant",49,95,109,57,97,118,4.54,2.58,3.81,14,6.5,7,3
5534,61,"Blue","3rd","C",86000,"Curly","Republicant",53,98,102,69,83,114,7.94,6.98,7.71,8,6.3,9,2
5535,60,"Pink","1st","C",137000,"Straight","Democrulite",48,87,115,61,87,114,4.93,4.82,3.4,12,4.2,10,1
5536,55,"Pink","2nd","A",41000,"Straight","Democrulite",53,123,90,53,115,111,5.07,4.02,5.08,5,6,12,2
5537,38,"Pink","2nd","B",71000,"Straight","Republicant",51,113,96,63,94,103,6.6,6.9,6.22,9,5.7,8,2
5538,14,"Pink","1st","C",17000,"Straight","Republicant",53,98,103,63,87,114,5.19,4.84,5.43,6,4.6,10,1
5539,48,"Pink","3rd","A",23000,"Straight","Democrulite",37,84,112,56,84,96,8.35,6.56,7.47,9,6.8,10,1
5540,70,"Pink","2nd","B",171000,"Curly","Republicant",51,109,92,54,79,93,9.9,9.25,8.95,11,5.1,10,8
5541,36,"Pink","3rd","C",17000,"Straight","Democrulite",47,111,87,63,77,109,5,5.21,4.14,9,6.4,11,6
5542,48,"Pink","2nd","A",65000,"Curly","Democrulite",46,111,80,63,99,105,5.5,3.67,5.87,12,6.7,7,1
5543,23,"Pink","2nd","B",52000,"Straight","Democrulite",51,109,97,52,107,106,8.8,8.53,7,10,6,8,1
5544,56,"Pink","1st","A",60000,"Straight","Republicant",46,81,128,50,79,92,7.82,7.49,6.55,8,5.1,6,5
5545,46,"Pink","3rd","B",29000,"Straight","Republicant",51,107,91,75,78,98,8.27,7.81,7.54,9,5.7,8,2
5546,50,"Pink","1st","B",38000,"Straight","Republicant",50,92,111,60,87,98,4.53,3.54,4.16,6,5.4,9,1
5547,18,"Blue","2nd","B",60000,"Curly","Independone",54,109,84,61,96,103,4.21,3.58,4.38,9,5.8,9,2
5548,36,"Pink","3rd","B",78000,"Straight","Republicant",43,92,112,56,95,102,3.37,3.86,2.77,6,5.3,9,1
5549,26,"Pink","3rd","D",271000,"Straight","Democrulite",54,96,106,76,98,123,7.36,7.66,7.06,9,5.2,9,1
5550,29,"Blue","1st","B",20000,"Straight","Republicant",51,101,99,58,97,103,5.03,4.96,4.65,10,5.9,8,2
5551,37,"Pink","1st","C",27000,"Straight","Republicant",46,97,104,49,90,112,3.97,3.19,3.28,8,5.7,6,5
5552,29,"Pink","2nd","D",45000,"Straight","Democrulite",39,91,107,55,111,124,4.6,4.82,4.84,10,6.2,5,3
5553,18,"Pink","3rd","C",47000,"Straight","Democrulite",56,105,98,62,101,121,6.37,5.4,5.13,11,6.7,10,2
5554,32,"Blue","3rd","A",27000,"Straight","Independone",55,98,102,65,94,103,4.52,3.29,4.96,9,6.2,8,1
5555,65,"Pink","3rd","D",51000,"Straight","Independone",43,81,126,54,84,111,11.02,10.69,11.24,9,5.6,7,7
5556,37,"Pink","2nd","A",37000,"Curly","Democrulite",51,108,83,60,95,102,4.5,2.58,2.94,7,4.5,9,2
5557,16,"Pink","2nd","A",51000,"Straight","Democrulite",53,100,100,67,109,111,4.05,2.38,3.99,10,5.2,8,1
5558,26,"Pink","1st","D",122000,"Straight","Republicant",55,123,84,78,94,121,5.05,3.46,5.15,8,5.6,9,1
5559,26,"Pink","2nd","C",137000,"Straight","Republicant",53,103,97,45,95,114,6.2,4.42,6.23,10,6.3,7,1
5560,18,"Pink","2nd","D",52000,"Curly","Republicant",52,98,103,69,82,113,6.97,6.02,6.9,9,5.7,9,7
5561,13,"Blue","3rd","A",48000,"Straight","Democrulite",37,89,107,55,101,104,10.27,8.74,8.29,8,6.5,8,2
5562,49,"Blue","3rd","C",32000,"Curly","Democrulite",47,103,100,84,98,125,8.01,8.11,6.12,8,4.2,10,1
5563,46,"Pink","2nd","A",103000,"Straight","Republicant",49,93,105,60,85,98,4.82,3.86,4.39,6,6.3,9,2
5564,32,"Blue","1st","D",75000,"Straight","Independone",50,92,105,55,94,116,4.74,5.21,3.8,6,6.1,8,4
5565,22,"Blue","1st","B",83000,"Curly","Republicant",52,103,98,83,95,108,5.08,3.13,4.7,6,4.4,10,3
5566,46,"Pink","2nd","C",121000,"Curly","Republicant",56,102,98,61,95,118,6.26,4.74,5.05,8,6,8,2
5567,63,"Pink","1st","D",194000,"Straight","Democrulite",60,108,90,70,95,120,6.8,6.26,5.02,10,4.5,12,2
5568,67,"Pink","3rd","C",16000,"Straight","Independone",44,100,100,67,104,124,9.2,7.44,8.46,9,6.1,11,3
5569,41,"Pink","3rd","C",40000,"Straight","Independone",50,98,102,72,93,119,8.14,6.65,6.63,6,6.6,10,3
5570,32,"Pink","3rd","B",280000,"Straight","Democrulite",46,93,110,38,102,100,9.53,7.9,9.76,8,5.1,9,5
5571,48,"Pink","1st","A",68000,"Straight","Democrulite",45,98,102,60,88,99,5.14,5.01,4.96,7,8,10,12
5572,67,"Pink","3rd","A",47000,"Straight","Independone",40,89,113,53,74,90,7.18,6.67,5.72,8,4.3,9,1
5573,32,"Pink","2nd","C",40000,"Straight","Democrulite",50,106,96,54,102,119,8.46,6.79,6.76,9,6,9,2
5574,10,"Pink","2nd","A",45000,"Straight","Democrulite",48,101,98,81,109,115,4.99,4.48,3.04,5,6.4,9,1
5575,48,"Pink","3rd","A",30000,"Straight","Democrulite",53,100,100,63,94,103,6.19,5.81,6.46,8,5.5,8,3
5576,17,"Pink","1st","D",22000,"Straight","Republicant",40,105,95,44,115,123,6.66,5.46,5.56,11,6.1,8,4
5577,13,"Pink","3rd","B",46000,"Straight","Republicant",51,103,98,66,103,108,4.96,4.52,3.51,7,8.3,11,1
5578,21,"Pink","1st","A",88000,"Straight","Republicant",54,111,86,73,76,96,4.9,3.1,3.89,9,6.3,11,2
5579,17,"Pink","3rd","C",34000,"Straight","Independone",53,101,98,56,91,115,3.61,3.45,2.36,8,5,10,2
5580,68,"Pink","1st","D",155000,"Straight","Independone",46,96,105,52,85,111,5.81,5.1,6,10,5.9,8,2
5581,28,"Pink","2nd","B",43000,"Curly","Democrulite",58,98,101,60,101,106,4.68,5.04,4.56,10,5.6,12,6
5582,34,"Blue","2nd","C",32000,"Curly","Independone",47,109,93,55,82,110,6.39,6.53,4.69,8,5.9,6,2
5583,33,"Pink","3rd","A",51000,"Straight","Independone",47,96,103,52,100,103,11.06,10.21,11.22,8,6.2,11,3
5584,39,"Pink","1st","D",24000,"Straight","Republicant",49,102,98,49,85,110,4.47,3.47,3.49,12,6.8,7,6
5585,45,"Pink","1st","B",31000,"Curly","Independone",56,111,83,79,91,105,4.31,4.33,4.78,6,8.2,6,1
5586,28,"Pink","3rd","A",29000,"Straight","Independone",55,105,96,62,96,104,7.51,6.6,6.15,10,6.4,5,2
5587,27,"Pink","2nd","A",47000,"Straight","Democrulite",52,88,105,62,87,99,7.85,7.41,6.66,8,5.1,8,1
5588,37,"Pink","1st","A",61000,"Straight","Democrulite",51,108,90,70,89,102,9.13,9.55,8,10,5.2,11,2
5589,70,"Blue","3rd","D",88000,"Curly","Independone",48,102,99,66,94,119,7.33,6.94,7.71,7,5.8,7,1
5590,54,"Blue","1st","A",30000,"Curly","Republicant",46,94,105,64,86,99,10.98,9.78,10.93,7,6.2,7,3
5591,38,"Pink","1st","D",90000,"Straight","Independone",42,90,114,61,88,114,4.14,3.96,4.19,11,6.4,5,1
5592,53,"Pink","2nd","C",228000,"Curly","Democrulite",39,84,119,35,82,105,5.32,4.98,5.13,10,6.9,12,3
5593,52,"Pink","2nd","D",96000,"Straight","Democrulite",39,89,114,74,95,121,5.37,5.01,3.52,10,6.7,8,3
5594,11,"Pink","3rd","C",88000,"Straight","Republicant",53,105,95,55,99,118,3.87,1.94,3.09,9,5.8,14,1
5595,60,"Blue","1st","D",43000,"Curly","Independone",53,100,100,45,81,107,11.5,11.73,11.48,10,5.6,8,6
5596,67,"Pink","3rd","B",52000,"Straight","Independone",47,99,101,59,97,103,6.05,6.36,5.24,6,6.5,9,1
5597,64,"Blue","3rd","B",103000,"Curly","Independone",44,99,101,50,78,92,18.61,18.26,18.85,9,7.4,10,1
5598,26,"Pink","3rd","D",75000,"Curly","Independone",51,109,90,66,108,125,4.23,4.53,4.24,11,5.9,10,1
5599,29,"Blue","3rd","B",101000,"Straight","Independone",53,93,104,58,98,104,4.36,4.72,3.07,9,5.2,8,2
5600,33,"Pink","1st","C",31000,"Straight","Democrulite",54,97,104,48,98,116,6.33,4.41,6.71,10,6.7,11,3
5601,45,"Pink","2nd","C",118000,"Straight","Republicant",56,109,97,55,91,114,7.08,7.06,7.23,10,3.5,6,1
5602,55,"Blue","2nd","B",31000,"Straight","Democrulite",45,96,105,68,69,92,6.57,5.79,6.81,8,6,9,20
5603,65,"Pink","1st","B",46000,"Straight","Independone",42,105,91,65,89,101,5.5,4.78,5.96,14,6.3,8,2
5604,68,"Pink","1st","D",29000,"Straight","Republicant",47,96,106,42,84,107,4.79,4.84,3.41,8,3.9,10,2
5605,38,"Pink","2nd","D",85000,"Curly","Democrulite",54,99,101,60,99,119,6.3,5.54,5.59,12,6.6,11,2
5606,34,"Pink","1st","A",124000,"Straight","Republicant",48,99,101,67,84,99,6.19,5.9,6.51,9,5.2,6,3
5607,39,"Blue","3rd","C",73000,"Straight","Independone",44,106,99,55,109,123,5.7,5.13,5.71,6,6.4,8,2
5608,22,"Blue","2nd","A",111000,"Straight","Democrulite",50,96,105,72,100,108,6.3,5.08,6.45,10,6.2,9,3
5609,56,"Pink","2nd","A",87000,"Straight","Democrulite",47,89,112,55,75,91,6.15,4.93,4.51,12,6.3,9,6
5610,48,"Pink","1st","A",41000,"Straight","Republicant",55,98,103,69,87,101,6.22,5.9,5.28,10,5.6,9,1
5611,38,"Pink","1st","D",22000,"Straight","Democrulite",54,107,86,71,107,126,5.85,6.16,5.13,8,6.9,10,4
5612,55,"Pink","3rd","A",30000,"Straight","Democrulite",43,86,110,57,81,95,8.06,7.66,7.9,11,6.9,9,1
5613,18,"Pink","2nd","D",37000,"Straight","Democrulite",46,94,107,58,103,121,7.64,7.48,5.77,8,5.9,7,1
5614,30,"Pink","3rd","B",24000,"Curly","Independone",50,101,100,65,79,96,10.76,10.7,9.02,9,3.6,8,1
5615,16,"Pink","3rd","C",28000,"Curly","Independone",44,89,115,67,78,111,4.6,2.77,3.65,11,6.4,11,5
5616,13,"Blue","2nd","C",70000,"Curly","Independone",45,97,103,61,103,122,5.27,4.56,5.05,3,6.8,4,4
5617,55,"Blue","1st","A",84000,"Curly","Republicant",50,99,100,65,101,107,5.92,5.58,5.52,8,6.9,4,1
5618,28,"Pink","3rd","C",70000,"Straight","Democrulite",49,104,99,64,106,124,5.88,4.91,4.87,10,5.4,10,1
5619,41,"Pink","2nd","C",59000,"Curly","Democrulite",43,99,101,61,95,118,6.16,6.1,4.36,7,7.1,11,2
5620,65,"Blue","2nd","A",35000,"Curly","Republicant",50,100,100,62,83,97,7.01,5.51,7.42,6,5.5,11,5
5621,13,"Pink","3rd","C",78000,"Straight","Independone",51,85,116,58,89,114,4.98,4.19,3.17,12,4.2,9,10
5622,18,"Pink","1st","D",65000,"Curly","Republicant",51,106,91,56,97,117,5.93,3.99,6.11,6,5.1,7,1
5623,32,"Pink","2nd","C",64000,"Straight","Democrulite",49,94,103,52,74,105,10.29,8.92,10.44,12,6.2,5,2
5624,56,"Pink","2nd","B",121000,"Straight","Republicant",37,94,102,50,102,104,6.28,5.05,5.43,7,7.2,7,2
5625,24,"Pink","3rd","C",28000,"Straight","Republicant",49,98,104,59,79,109,6.17,6.05,4.2,9,7.2,10,4
5626,36,"Pink","1st","B",113000,"Curly","Republicant",52,95,100,47,92,98,6.48,6.06,4.67,10,6,9,3
5627,29,"Pink","3rd","D",54000,"Straight","Republicant",45,102,98,43,88,110,14.03,12.63,13.21,9,4.3,7,2
5628,12,"Pink","3rd","B",96000,"Straight","Democrulite",50,99,100,59,95,102,5.03,4.71,5.07,8,6,12,1
5629,30,"Pink","1st","D",38000,"Straight","Republicant",51,104,94,56,97,117,7.55,7.94,8.03,10,5.9,8,1
5630,22,"Blue","3rd","A",20000,"Straight","Democrulite",57,111,97,56,89,98,5.44,3.52,5.74,8,5.4,11,5
5631,64,"Pink","1st","B",25000,"Straight","Independone",53,118,97,57,86,97,8.79,7.6,9.25,10,4.4,6,4
5632,27,"Blue","2nd","C",44000,"Curly","Democrulite",56,97,104,58,101,120,4.19,2.67,4.36,6,6.1,9,2
5633,46,"Pink","1st","C",91000,"Straight","Independone",54,97,102,61,88,114,8.23,6.7,6.67,9,5.9,9,1
5634,23,"Pink","2nd","B",27000,"Straight","Republicant",58,111,88,53,88,97,5.09,4.24,5.37,12,6.9,12,3
5635,62,"Blue","3rd","D",379000,"Straight","Independone",43,89,113,76,101,125,5.23,5.62,4.57,8,7.1,5,2
5636,42,"Pink","2nd","D",74000,"Straight","Republicant",47,112,92,60,103,121,7.37,5.53,6.94,10,5.3,5,3
5637,64,"Pink","1st","B",152000,"Straight","Republicant",50,99,101,75,105,111,4.82,4.32,3.9,8,5.8,10,2
5638,64,"Pink","3rd","A",54000,"Straight","Democrulite",48,84,119,60,83,96,4.92,4.54,3.25,7,5.8,9,2
5639,36,"Pink","3rd","A",102000,"Straight","Independone",51,101,98,56,99,104,5.2,3.75,3.27,6,7.1,9,2
5640,46,"Blue","1st","A",35000,"Curly","Republicant",48,101,100,52,104,105,6.3,5.36,6.78,10,7.4,8,4
5641,41,"Pink","1st","C",16000,"Straight","Republicant",53,106,95,56,88,113,5.48,4.58,4.3,8,5.8,9,4
5642,36,"Blue","3rd","D",91000,"Straight","Independone",48,85,118,58,79,109,5.28,4.62,4.73,9,5.5,10,1
5643,14,"Pink","1st","C",43000,"Straight","Independone",52,100,100,66,102,123,6.75,6.32,5.51,11,8.1,9,3
5644,57,"Pink","1st","D",28000,"Straight","Republicant",46,98,101,50,95,115,7.32,7.13,5.68,10,4.8,8,1
5645,33,"Blue","2nd","D",136000,"Straight","Independone",50,100,100,74,76,111,3.34,2.48,3.06,9,7.3,5,3
5646,51,"Pink","3rd","B",41000,"Curly","Republicant",50,94,108,73,75,96,4.5,3.67,3.31,6,7.4,11,3
5647,46,"Pink","1st","C",101000,"Straight","Republicant",47,96,105,60,98,119,10.13,9.78,10.21,8,5,7,2
5648,38,"Pink","1st","B",55000,"Straight","Republicant",46,96,103,56,104,106,5.07,3.48,3.19,11,6.1,7,4
5649,31,"Pink","3rd","D",76000,"Straight","Republicant",53,99,101,56,91,115,3.5,2.62,3.88,11,7.7,7,2
5650,33,"Blue","1st","A",177000,"Curly","Republicant",58,116,78,59,85,97,4.25,2.6,2.54,10,5.4,7,1
5651,67,"Pink","3rd","D",38000,"Straight","Independone",47,94,104,38,82,105,9.12,8.69,8.74,10,7,7,4
5652,41,"Pink","2nd","C",25000,"Straight","Democrulite",46,85,120,74,88,117,4.51,3.48,4.44,10,6.5,9,1
5653,21,"Pink","1st","D",37000,"Straight","Independone",48,95,106,52,104,120,4.28,4.38,2.66,9,4.1,11,3
5654,46,"Blue","2nd","A",60000,"Curly","Democrulite",51,114,83,72,84,100,6.27,4.55,5.24,10,8.1,10,2
5655,42,"Pink","2nd","A",26000,"Straight","Republicant",44,89,119,49,90,97,5.52,5.64,3.89,8,2.7,7,11
5656,22,"Pink","1st","B",101000,"Straight","Republicant",48,93,110,43,80,91,6.49,5.59,6.31,8,6.2,8,7
5657,66,"Pink","3rd","C",37000,"Straight","Independone",50,110,93,50,70,103,7.67,5.85,6.81,5,5.8,7,2
5658,57,"Pink","2nd","A",49000,"Straight","Independone",52,100,100,57,101,105,4.48,4.38,4.04,8,6.3,10,3
5659,35,"Pink","2nd","A",46000,"Curly","Independone",56,94,103,71,100,108,6.12,6.44,6.28,12,5.7,11,2
5660,59,"Pink","1st","A",65000,"Straight","Republicant",58,118,87,49,97,101,11.45,9.94,11.11,8,6.6,12,2
5661,68,"Blue","2nd","B",45000,"Straight","Democrulite",51,93,107,67,89,101,8.23,6.66,8.61,8,7.2,12,1
5662,50,"Pink","1st","D",96000,"Straight","Republicant",51,101,99,56,96,117,6.15,6.34,5.69,9,5.2,10,1
5663,47,"Pink","3rd","D",94000,"Straight","Republicant",47,98,100,51,105,120,6.42,6.87,6.19,6,5.7,10,4
5664,37,"Blue","3rd","D",68000,"Straight","Democrulite",56,109,89,67,93,118,7.87,6.11,6.45,11,4.3,11,1
5665,57,"Pink","2nd","A",47000,"Straight","Democrulite",57,115,81,69,94,104,6.55,6.86,6.85,11,6.2,8,1
5666,35,"Pink","2nd","D",45000,"Straight","Independone",54,111,89,63,107,124,6.88,5.16,4.93,6,5.6,7,1
5667,21,"Pink","1st","B",122000,"Straight","Republicant",51,108,91,42,102,102,3.5,1.98,2.27,9,3.8,5,1
5668,50,"Pink","1st","D",108000,"Straight","Democrulite",51,91,116,40,84,107,5.06,3.58,3.71,6,5.7,11,3
5669,57,"Blue","1st","B",57000,"Straight","Republicant",46,99,102,59,104,107,4.94,3.95,4.98,6,7.7,7,6
5670,31,"Blue","2nd","C",40000,"Straight","Republicant",54,103,96,68,83,113,5.34,5.46,4.2,7,7.5,4,19
5671,19,"Pink","2nd","D",29000,"Straight","Independone",47,91,102,67,107,125,4.34,3.58,4.3,9,4.9,12,1
5672,32,"Pink","3rd","A",49000,"Straight","Independone",54,115,96,61,87,99,6.12,5.25,5.95,7,5.6,8,6
5673,17,"Pink","1st","C",168000,"Straight","Democrulite",44,96,101,59,84,112,4.8,4.5,3.19,12,4.8,6,4
5674,44,"Blue","3rd","D",26000,"Curly","Independone",58,113,96,60,84,112,4.79,3.48,5.19,4,7.5,8,8
5675,53,"Blue","3rd","B",24000,"Straight","Democrulite",53,95,108,65,94,103,9.04,7.14,8.1,9,7.1,8,3
5676,17,"Pink","3rd","D",18000,"Straight","Independone",45,106,93,52,95,115,7.75,6.91,7.87,11,4.8,10,1
5677,35,"Blue","1st","A",24000,"Curly","Republicant",46,94,103,46,98,100,5.38,4.13,4.48,8,5.7,7,2
5678,52,"Pink","3rd","C",127000,"Straight","Republicant",58,106,96,51,85,110,12.32,10.73,12.41,12,7,12,2
5679,12,"Pink","2nd","B",40000,"Curly","Democrulite",60,112,86,67,88,101,9.08,8.89,8.06,8,5,9,6
5680,14,"Pink","2nd","C",71000,"Straight","Democrulite",39,91,109,80,97,123,5,4.66,3.92,11,5.7,6,3
5681,49,"Pink","3rd","B",70000,"Straight","Democrulite",49,112,86,55,98,103,8.3,8.04,7,9,5.8,11,3
5682,20,"Blue","2nd","C",91000,"Curly","Democrulite",51,97,101,71,94,120,7.21,5.58,5.48,10,6.3,12,2
5683,57,"Pink","2nd","C",28000,"Straight","Independone",49,93,103,45,100,116,11.76,11.66,11.18,10,5.6,9,3
5684,62,"Pink","1st","A",124000,"Straight","Independone",57,113,85,61,102,106,5.44,4.67,5.05,10,7,9,1
5685,41,"Pink","3rd","D",72000,"Curly","Independone",46,95,102,67,90,117,4.54,4.07,3.53,12,6.1,9,16
5686,66,"Pink","2nd","B",37000,"Straight","Democrulite",47,98,101,41,96,98,6.43,4.57,5.22,9,6.3,7,1
5687,14,"Pink","2nd","B",54000,"Curly","Democrulite",51,98,101,69,86,100,7.54,6.01,7.48,6,5.2,10,9
5688,29,"Pink","2nd","C",55000,"Straight","Democrulite",53,94,104,49,87,111,7.37,7.64,5.8,5,7.4,7,1
5689,11,"Pink","3rd","C",103000,"Straight","Independone",48,101,99,72,108,127,4.58,3.38,4,10,5.2,8,1
